airlines
name,country
06-10-2019 03:14:18,28-08-2018 19:05:26,9:2,Gdansk,Wasinghton,Yakovlev Yak-40,100
21-12-2020 00:17:59,08-09-2019 17:37:18,6:56,London,London,Yakovlev Yak-40,89
10-06-2020 05:32:11,24-04-2020 10:48:52,14:22,Kharkiv,LA,Boeing 747,19
14-11-2020 18:04:11,08-09-2019 20:17:51,2:41,Kyiv,Kharkiv,Boeing 747,26
04-02-2020 18:42:20,17-01-2018 05:35:08,21:39,Warsaw,Kyiv,Airbus A340,78
22-01-2019 09:02:28,22-07-2020 12:54:13,4:32,New-York,LA,Airbus A340,24
07-03-2019 10:54:27,09-08-2019 07:53:46,21:50,Kharkiv,Wasinghton,Boeing 747,30
05-02-2021 10:35:10,01-01-2018 13:56:48,15:47,Wasinghton,Warsaw,Airbus A340,61
08-08-2020 01:16:59,25-01-2020 06:04:36,23:31,LA,London,Airbus A380,68
24-03-2019 04:57:15,04-11-2020 00:36:24,14:6,Wasinghton,London,Tupolev Tu-154,3
16-09-2018 10:45:43,22-08-2018 21:51:45,20:22,New-York,Warsaw,Airbus A380,33
31-10-2018 09:07:27,25-12-2020 17:20:17,17:1,London,Warsaw,Airbus A340,16
05-12-2020 20:58:47,08-03-2021 08:51:04,19:22,Gdansk,London,Boeing 747,14
29-09-2020 14:49:39,08-03-2018 20:19:26,11:5,Kharkiv,Warsaw,Tupolev Tu-154,35
04-05-2018 21:54:45,21-09-2020 02:30:37,1:58,Gdansk,New-York,Boeing 777,60
10-04-2020 02:22:32,17-10-2018 05:45:08,13:8,Gdansk,LA,Yakovlev Yak-40,89
19-03-2019 14:55:11,08-04-2021 22:36:11,16:52,Paris,Warsaw,Boeing 747,17
05-05-2018 15:52:49,23-01-2019 06:43:42,7:25,Wasinghton,Kharkiv,Boeing 747,54
18-10-2020 03:40:18,10-07-2019 02:47:45,17:56,Wasinghton,LA,Boeing 777,27
03-12-2020 14:47:43,22-09-2018 02:53:55,0:16,New-York,Gdansk,Tupolev Tu-154,64
02-05-2020 01:49:35,24-10-2018 09:39:30,23:22,Kharkiv,New-York,Airbus A380,87
26-08-2019 06:35:21,02-04-2020 15:50:12,17:39,Kyiv,LA,Tupolev Tu-154,30
21-04-2020 15:12:13,13-07-2019 16:11:25,6:27,Lviv,Wasinghton,Boeing 777,88
07-10-2020 16:36:11,19-06-2020 10:29:14,13:50,Lviv,LA,Boeing 747,53
01-09-2020 04:39:16,08-04-2018 01:09:24,12:56,Gdansk,Paris,Yakovlev Yak-40,38
23-01-2020 03:47:07,20-01-2019 01:16:48,0:44,Kyiv,Gdansk,Boeing 747,15
21-11-2019 18:15:24,18-02-2019 00:37:08,4:13,New-York,Paris,Airbus A340,92
14-01-2020 17:51:56,16-06-2019 21:30:02,15:1,Kharkiv,LA,Airbus A340,76
14-01-2018 23:49:13,05-04-2021 10:05:20,12:6,Kharkiv,Lviv,Airbus A380,90
04-04-2020 11:45:42,31-05-2019 02:10:35,15:54,Kharkiv,Kyiv,Airbus A380,86
29-01-2021 14:45:24,09-09-2020 08:21:43,1:31,LA,Warsaw,Boeing 777,38
24-01-2020 18:01:27,19-01-2020 12:31:59,3:56,London,LA,Airbus A340,68
18-05-2018 02:49:56,01-04-2018 12:42:32,13:50,Lviv,London,Tupolev Tu-154,33
13-10-2018 17:46:15,11-09-2020 21:07:31,1:5,Gdansk,New-York,Boeing 747,33
20-12-2020 15:57:05,16-08-2020 08:05:49,5:10,Gdansk,Lviv,Boeing 777,100
04-11-2020 23:06:33,02-06-2020 04:49:25,10:45,Paris,Warsaw,Boeing 747,79
02-10-2019 14:35:35,14-03-2021 11:23:00,19:9,LA,Warsaw,Boeing 747,67
20-05-2019 00:36:02,11-05-2019 22:54:48,15:56,Paris,Warsaw,Yakovlev Yak-40,11
08-09-2019 22:54:41,07-07-2019 11:15:05,0:4,Kyiv,London,Boeing 747,37
25-11-2020 14:07:46,09-02-2020 05:48:55,10:17,New-York,Wasinghton,Airbus A380,75
14-03-2019 05:22:44,04-04-2019 02:56:43,21:9,Warsaw,Paris,Airbus A340,26
05-01-2021 21:55:18,04-03-2018 09:56:20,22:31,Lviv,Wasinghton,Tupolev Tu-154,25
26-01-2019 20:19:26,08-02-2018 11:29:18,15:25,New-York,Kyiv,Boeing 747,80
26-03-2018 16:21:14,13-05-2019 20:15:01,9:4,LA,LA,Boeing 777,35
01-09-2019 11:22:32,23-04-2020 09:57:29,18:14,Gdansk,Paris,Tupolev Tu-154,28
22-04-2020 06:18:28,05-03-2021 13:42:44,19:25,Lviv,London,Boeing 777,36
05-02-2021 06:52:03,30-05-2018 23:52:54,10:16,Kyiv,Lviv,Yakovlev Yak-40,6
09-01-2018 05:36:24,31-10-2018 18:35:32,3:45,Kyiv,New-York,Airbus A340,40
12-08-2020 11:46:50,09-04-2020 03:31:41,6:44,Paris,Gdansk,Airbus A380,5
17-06-2020 21:12:45,23-09-2019 09:25:42,16:11,London,New-York,Airbus A340,37
09-10-2020 09:12:15,22-01-2021 05:14:00,1:46,Paris,New-York,Tupolev Tu-154,52
24-06-2020 15:17:30,06-08-2020 07:35:37,4:1,Wasinghton,Lviv,Boeing 777,20
21-03-2018 07:19:37,14-04-2020 10:44:25,12:2,Paris,Gdansk,Boeing 747,1
17-11-2018 09:52:09,13-06-2018 12:18:35,9:14,Paris,LA,Yakovlev Yak-40,81
26-02-2020 07:00:07,12-07-2019 08:38:10,7:24,Lviv,Gdansk,Boeing 777,59
25-04-2018 15:37:32,15-02-2020 21:02:42,1:11,LA,Warsaw,Airbus A380,16
22-08-2018 09:54:13,06-11-2019 11:35:22,17:34,LA,Lviv,Yakovlev Yak-40,25
30-11-2018 04:29:35,01-07-2018 04:04:49,14:10,New-York,Kyiv,Tupolev Tu-154,46
20-01-2020 12:03:29,31-08-2020 11:11:37,0:10,LA,Kyiv,Airbus A380,56
03-02-2021 10:36:56,19-01-2020 18:50:04,17:25,London,New-York,Airbus A340,6
09-10-2020 08:57:30,12-09-2019 06:47:45,3:3,Gdansk,Lviv,Yakovlev Yak-40,87
09-09-2020 13:26:28,10-10-2018 08:26:17,14:21,Paris,Kyiv,Yakovlev Yak-40,70
02-06-2019 14:54:25,18-02-2018 16:31:03,16:17,Kyiv,Warsaw,Airbus A380,58
25-08-2020 19:17:05,30-09-2019 12:06:21,1:22,Paris,Wasinghton,Airbus A380,23
21-03-2021 06:17:34,22-02-2020 18:39:23,8:7,Gdansk,Lviv,Yakovlev Yak-40,18
25-06-2019 13:19:40,10-12-2020 19:28:26,19:29,London,Gdansk,Tupolev Tu-154,4
21-09-2020 21:47:27,09-09-2019 23:27:12,0:58,Gdansk,New-York,Airbus A340,74
08-02-2019 11:03:46,11-01-2020 10:11:57,13:28,Lviv,Paris,Airbus A340,8
19-04-2018 10:45:54,07-05-2018 20:45:02,10:43,Lviv,London,Airbus A340,1
14-02-2018 21:33:18,19-01-2018 09:37:43,9:46,New-York,Gdansk,Boeing 777,49
06-03-2019 10:39:47,21-06-2019 23:50:22,7:44,London,Paris,Airbus A340,37
06-09-2020 11:47:59,25-07-2020 20:53:39,2:0,Warsaw,Kyiv,Yakovlev Yak-40,52
04-02-2020 15:36:13,14-09-2019 03:32:06,10:52,Paris,Wasinghton,Boeing 777,26
11-03-2021 06:54:24,12-03-2019 09:35:04,18:23,Paris,LA,Boeing 747,29
25-03-2019 14:45:55,19-07-2019 09:09:52,9:23,Wasinghton,Kharkiv,Tupolev Tu-154,12
30-07-2019 12:05:31,30-07-2019 21:18:21,20:12,Kharkiv,New-York,Airbus A340,50
28-04-2020 13:35:31,25-04-2020 00:37:46,14:14,Kharkiv,Kyiv,Boeing 777,20
17-02-2019 13:12:03,05-03-2020 00:27:12,20:29,Paris,Lviv,Boeing 747,60
13-05-2019 22:35:18,10-07-2020 20:13:41,7:26,New-York,Gdansk,Boeing 747,44
08-02-2019 02:35:13,22-10-2019 03:03:48,13:34,Kyiv,Lviv,Airbus A340,67
25-06-2020 00:20:12,13-04-2018 08:16:26,22:13,LA,Kharkiv,Boeing 777,75
28-12-2020 15:10:51,20-07-2020 23:48:39,11:14,New-York,Warsaw,Tupolev Tu-154,17
23-02-2018 19:56:39,06-10-2019 06:28:02,16:48,Kyiv,New-York,Tupolev Tu-154,50
08-01-2020 00:33:15,05-10-2018 03:48:10,10:37,Gdansk,Wasinghton,Airbus A340,6
28-05-2018 03:34:29,06-06-2020 02:24:13,10:5,Warsaw,Kyiv,Boeing 777,14
15-07-2019 19:30:17,26-09-2018 12:49:11,7:38,London,Kyiv,Boeing 777,72
16-01-2018 03:38:20,17-07-2018 21:17:10,4:37,Kyiv,Lviv,Airbus A340,46
17-11-2019 03:56:51,17-03-2019 02:47:09,11:13,London,Paris,Boeing 777,36
24-07-2019 22:03:09,13-11-2020 01:20:13,2:11,New-York,Gdansk,Boeing 747,58
27-05-2020 14:05:27,17-05-2018 13:27:57,7:3,Kharkiv,Lviv,Boeing 777,6
12-01-2021 12:03:38,17-06-2018 00:37:46,3:38,Gdansk,Kharkiv,Airbus A340,34
01-02-2020 07:18:48,05-01-2019 21:38:19,9:3,Warsaw,London,Airbus A380,32
21-03-2019 12:47:31,28-01-2019 02:29:13,5:28,Paris,Paris,Airbus A340,57
25-12-2019 01:57:08,06-03-2018 07:02:24,23:51,Kyiv,Warsaw,Airbus A380,41
24-07-2020 04:30:52,10-01-2020 03:41:29,18:30,LA,Gdansk,Airbus A340,63
10-04-2018 20:39:58,08-06-2019 17:42:46,12:34,Warsaw,Kyiv,Airbus A340,64
20-06-2020 00:59:05,27-10-2020 10:59:34,8:13,Warsaw,LA,Airbus A380,59
11-03-2018 19:03:08,01-05-2019 05:02:39,11:4,Kyiv,Kharkiv,Airbus A340,1
03-09-2020 19:30:02,21-10-2019 17:20:33,7:4,Kharkiv,LA,Yakovlev Yak-40,61
07-07-2019 21:02:53,14-02-2020 18:11:06,1:2,Wasinghton,Kharkiv,Airbus A380,64
08-04-2020 07:46:03,11-06-2020 10:07:20,13:41,Kharkiv,London,Airbus A380,10
03-04-2018 15:42:56,21-07-2020 23:07:46,3:45,Warsaw,Warsaw,Airbus A340,27
05-03-2020 05:47:25,30-03-2020 23:47:43,18:52,Kharkiv,New-York,Boeing 777,75
27-02-2019 17:46:21,07-03-2018 11:59:50,8:1,Gdansk,LA,Airbus A340,27
19-06-2020 16:16:04,20-04-2021 15:50:39,0:46,Warsaw,New-York,Airbus A340,45
28-03-2018 01:10:33,25-11-2018 11:21:33,10:43,Paris,LA,Yakovlev Yak-40,15
17-05-2019 21:54:49,01-02-2019 16:24:47,17:50,LA,Warsaw,Boeing 777,41
17-11-2020 09:50:29,15-08-2018 07:37:26,19:45,Gdansk,New-York,Tupolev Tu-154,52
30-08-2018 05:19:15,30-11-2020 04:34:21,3:41,Wasinghton,Kyiv,Tupolev Tu-154,84
09-09-2020 17:58:07,01-02-2019 16:06:17,13:28,Kharkiv,Gdansk,Boeing 777,84
30-06-2018 21:16:50,09-10-2018 14:29:29,6:56,Kyiv,Kyiv,Tupolev Tu-154,92
09-03-2019 00:05:42,16-12-2020 04:30:13,22:7,Kyiv,Warsaw,Boeing 747,70
17-02-2021 05:10:15,16-04-2021 08:21:26,11:24,Gdansk,Lviv,Yakovlev Yak-40,91
13-04-2018 01:28:03,04-08-2018 09:25:48,14:57,Paris,New-York,Boeing 747,57
08-05-2020 03:34:23,28-07-2018 07:51:23,22:16,Paris,Gdansk,Boeing 777,5
22-09-2018 12:03:55,18-10-2020 09:33:57,9:14,Warsaw,New-York,Tupolev Tu-154,11
09-05-2018 23:06:50,22-07-2019 14:31:06,2:38,London,Wasinghton,Boeing 747,31
13-11-2020 22:51:05,18-08-2019 17:08:14,7:18,LA,Kharkiv,Boeing 777,44
02-03-2020 10:52:56,27-06-2020 15:31:54,11:35,Warsaw,Paris,Airbus A380,55
16-08-2020 10:30:43,03-10-2020 12:25:13,18:52,Warsaw,LA,Airbus A340,85
13-06-2018 17:50:58,17-06-2019 22:53:11,23:36,LA,London,Yakovlev Yak-40,23
17-09-2020 04:57:01,17-02-2021 23:12:54,16:17,Gdansk,London,Boeing 747,40
04-07-2018 08:41:03,09-09-2020 13:35:02,3:46,Paris,Lviv,Boeing 747,35
03-03-2019 18:16:03,28-10-2019 10:08:34,8:48,Kharkiv,Lviv,Tupolev Tu-154,51
04-03-2021 14:42:50,03-07-2020 04:42:24,18:19,New-York,Kyiv,Boeing 747,39
16-07-2019 01:05:45,27-10-2019 08:38:48,7:42,London,Kyiv,Tupolev Tu-154,16
04-10-2018 15:06:36,06-05-2019 08:19:00,17:58,Paris,Kyiv,Airbus A340,31
25-02-2019 11:06:34,13-04-2018 02:05:19,23:20,New-York,New-York,Airbus A380,38
24-06-2018 00:13:56,23-09-2019 12:16:32,18:1,Paris,LA,Airbus A340,95
31-05-2020 01:34:05,13-07-2020 00:05:33,6:43,Paris,Kyiv,Yakovlev Yak-40,77
25-11-2020 04:28:43,07-07-2019 17:38:42,13:54,New-York,New-York,Boeing 747,90
04-10-2020 05:09:34,21-08-2020 04:13:18,1:6,Kyiv,New-York,Airbus A340,91
09-08-2019 03:25:09,15-12-2018 11:28:20,13:5,Gdansk,New-York,Yakovlev Yak-40,41
24-09-2019 16:13:27,08-09-2020 02:17:24,9:21,Wasinghton,Kyiv,Airbus A340,20
30-08-2018 23:24:45,19-01-2021 00:38:38,16:55,Wasinghton,Gdansk,Yakovlev Yak-40,56
29-04-2019 03:16:26,04-07-2018 10:34:30,16:43,London,Paris,Airbus A380,33
08-03-2021 23:02:47,10-01-2019 14:57:09,22:30,Kyiv,Lviv,Yakovlev Yak-40,15
18-01-2019 13:07:40,11-11-2020 15:39:31,16:46,Gdansk,Warsaw,Tupolev Tu-154,30
18-05-2020 11:19:50,18-11-2019 19:57:39,10:25,Lviv,New-York,Airbus A340,11
27-03-2021 18:45:08,05-10-2018 15:58:49,14:57,Kharkiv,Kyiv,Airbus A340,72
10-05-2020 15:15:11,08-10-2019 05:06:13,1:32,New-York,Paris,Yakovlev Yak-40,28
11-03-2019 04:32:27,25-10-2020 07:11:17,10:54,New-York,London,Airbus A340,25
11-09-2020 00:08:19,22-03-2021 09:46:30,14:44,Warsaw,London,Boeing 777,97
26-07-2019 01:03:34,20-02-2019 22:24:58,11:15,London,Kharkiv,Boeing 777,2
26-01-2018 16:34:07,22-10-2018 16:32:52,22:56,Warsaw,London,Yakovlev Yak-40,41
08-02-2020 00:44:48,09-09-2018 03:18:00,20:34,Gdansk,Warsaw,Airbus A380,97
19-03-2020 15:52:13,11-07-2019 03:50:07,5:28,Kharkiv,Lviv,Boeing 747,67
10-02-2020 14:43:23,21-09-2020 23:24:19,2:29,Gdansk,London,Yakovlev Yak-40,46
23-03-2021 14:53:15,20-08-2019 10:32:49,19:27,New-York,Kharkiv,Airbus A340,75
22-06-2019 12:31:35,12-03-2021 15:47:38,16:27,Paris,London,Yakovlev Yak-40,47
05-08-2018 04:58:33,17-09-2018 15:05:30,20:10,Kyiv,Gdansk,Boeing 747,24
05-05-2020 22:14:32,13-06-2020 06:50:39,10:7,New-York,Warsaw,Tupolev Tu-154,93
27-06-2019 08:17:41,07-06-2019 03:06:45,22:6,LA,Lviv,Airbus A340,25
06-06-2019 04:05:52,17-02-2018 04:22:45,2:43,London,Kyiv,Boeing 747,52
03-06-2018 05:07:47,17-11-2018 12:16:14,1:52,Warsaw,Kyiv,Tupolev Tu-154,95
09-12-2019 23:20:14,26-03-2019 02:26:58,4:34,Lviv,Wasinghton,Tupolev Tu-154,70
15-04-2018 19:57:33,22-12-2018 19:01:03,18:0,LA,Lviv,Boeing 777,81
26-05-2020 19:40:50,13-01-2019 11:55:36,17:24,Paris,Wasinghton,Tupolev Tu-154,22
17-10-2020 23:31:25,08-02-2019 20:12:21,13:58,Paris,LA,Boeing 777,21
21-04-2018 07:11:53,05-06-2020 15:59:10,7:22,LA,Warsaw,Airbus A380,91
17-01-2019 13:57:00,24-11-2019 19:36:42,21:3,Wasinghton,Paris,Airbus A380,80
26-11-2018 23:10:37,23-05-2018 06:40:44,18:36,Wasinghton,Lviv,Boeing 777,15
15-07-2019 07:56:24,20-09-2020 09:13:41,10:29,London,Gdansk,Yakovlev Yak-40,12
07-06-2018 11:04:40,20-07-2018 13:50:22,22:44,Gdansk,Kharkiv,Airbus A340,34
18-10-2020 04:56:35,04-10-2018 12:56:00,21:54,Gdansk,LA,Boeing 747,8
27-02-2021 13:39:00,15-02-2020 12:28:22,19:29,Warsaw,London,Boeing 777,23
15-01-2019 02:19:00,30-03-2020 09:03:55,19:0,London,Paris,Airbus A380,91
20-04-2019 17:10:17,29-02-2020 03:56:04,12:54,Wasinghton,Gdansk,Boeing 747,47
27-07-2019 04:08:35,15-04-2019 04:00:38,19:59,Kyiv,LA,Yakovlev Yak-40,93
04-11-2019 21:19:36,03-01-2019 06:20:48,16:39,Warsaw,Kharkiv,Boeing 777,64
10-06-2020 20:34:03,29-04-2018 15:23:30,0:19,Gdansk,Kyiv,Airbus A340,12
09-10-2019 21:47:04,17-06-2018 05:17:33,14:42,New-York,Warsaw,Yakovlev Yak-40,20
19-01-2021 15:14:02,22-01-2020 16:07:48,13:22,Warsaw,Kharkiv,Airbus A380,99
09-11-2019 14:17:15,06-10-2020 00:23:12,7:48,Kharkiv,Paris,Airbus A380,23
17-03-2021 23:35:56,13-04-2019 15:51:40,23:16,New-York,Wasinghton,Airbus A380,11
07-01-2020 19:13:04,01-03-2018 04:17:39,9:0,New-York,Paris,Airbus A380,22
26-04-2019 21:07:32,12-03-2018 06:50:07,23:51,Kharkiv,Lviv,Boeing 747,72
05-07-2018 02:11:55,13-05-2019 06:35:58,7:47,Paris,London,Airbus A380,14
01-01-2018 23:27:25,24-10-2018 08:58:31,6:40,Gdansk,Warsaw,Airbus A340,6
16-03-2018 20:18:10,04-02-2019 12:16:07,2:50,London,Kharkiv,Boeing 747,55
16-10-2020 18:56:42,13-02-2019 03:02:06,9:34,Warsaw,Warsaw,Airbus A380,48
02-01-2018 14:45:56,25-07-2018 17:55:42,23:26,Lviv,Wasinghton,Boeing 777,82
19-04-2018 11:23:44,08-07-2020 10:58:01,18:1,Kyiv,Kharkiv,Airbus A380,55
03-04-2018 20:26:27,09-04-2020 00:38:12,5:21,Gdansk,Kharkiv,Boeing 747,46
14-10-2020 09:39:09,26-06-2019 18:07:31,23:17,Kharkiv,Kyiv,Airbus A340,61
17-08-2018 21:21:08,17-09-2020 19:29:24,19:2,Kyiv,Kyiv,Boeing 777,17
08-03-2020 00:07:07,19-03-2020 01:43:07,15:45,Lviv,Lviv,Yakovlev Yak-40,76
30-12-2019 09:53:40,07-06-2018 00:31:36,13:48,Lviv,London,Tupolev Tu-154,21
02-10-2020 07:46:37,05-01-2021 07:02:21,15:4,Paris,Wasinghton,Tupolev Tu-154,16
10-09-2019 06:06:21,25-08-2019 05:36:37,0:15,Gdansk,Paris,Tupolev Tu-154,73
03-02-2021 22:20:58,30-06-2020 06:22:10,17:47,London,New-York,Boeing 777,68
07-07-2019 17:15:57,11-04-2021 18:32:00,22:23,LA,Gdansk,Boeing 777,17
11-08-2019 07:37:04,24-06-2019 10:24:46,19:16,Paris,London,Tupolev Tu-154,18
28-03-2018 06:21:16,14-05-2020 01:26:00,22:4,Paris,LA,Airbus A340,34
04-04-2019 01:26:41,17-01-2019 02:31:01,12:47,New-York,Lviv,Airbus A340,30
12-10-2019 08:29:15,13-01-2020 02:05:54,20:32,Paris,Paris,Airbus A340,93
08-04-2018 06:51:52,22-04-2019 04:28:46,9:31,Lviv,Warsaw,Tupolev Tu-154,10
14-09-2019 08:17:14,07-07-2019 08:30:07,0:31,LA,Wasinghton,Airbus A340,53
09-11-2020 18:44:01,20-08-2020 03:30:14,9:34,Wasinghton,New-York,Airbus A340,37
11-10-2019 01:11:34,06-12-2018 09:08:44,0:50,Kharkiv,Wasinghton,Airbus A340,82
31-05-2019 02:32:40,31-12-2020 05:40:15,22:40,New-York,Wasinghton,Airbus A380,6
08-04-2019 12:36:29,26-06-2018 13:22:40,9:22,Wasinghton,Warsaw,Boeing 777,84
02-08-2019 00:53:28,12-02-2018 12:58:12,14:33,New-York,Kharkiv,Yakovlev Yak-40,80
22-03-2018 00:48:12,10-01-2020 00:17:35,6:1,New-York,LA,Airbus A380,40
08-09-2018 19:00:01,15-03-2018 20:50:10,9:3,London,Warsaw,Yakovlev Yak-40,6
30-04-2020 20:00:34,18-06-2019 16:34:26,10:26,Warsaw,LA,Boeing 777,90
27-08-2019 11:53:58,17-01-2019 11:51:43,15:18,Lviv,New-York,Airbus A380,56
05-06-2019 23:19:58,23-04-2019 23:14:50,20:53,Warsaw,New-York,Airbus A380,66
12-05-2019 01:49:23,08-08-2019 20:57:26,18:17,Kharkiv,London,Boeing 777,96
05-12-2018 23:49:31,15-01-2018 07:28:41,4:15,Kyiv,LA,Airbus A380,87
07-02-2018 14:48:59,10-09-2020 01:01:24,11:29,Kharkiv,Kyiv,Airbus A340,8
22-05-2020 10:26:44,25-11-2020 13:26:54,0:45,LA,Gdansk,Airbus A340,38
21-11-2020 06:53:11,17-09-2018 10:36:58,18:44,Gdansk,Lviv,Airbus A340,87
05-11-2020 03:40:31,17-02-2021 04:49:06,19:1,Wasinghton,Wasinghton,Airbus A340,60
01-01-2019 06:52:12,14-01-2021 15:12:57,3:2,Wasinghton,Kyiv,Airbus A380,71
11-04-2021 04:01:16,19-12-2020 12:52:38,17:49,Wasinghton,Gdansk,Airbus A340,62
26-03-2019 04:29:13,22-11-2020 00:56:25,16:58,LA,Kharkiv,Yakovlev Yak-40,37
01-08-2019 05:43:11,04-11-2019 12:53:03,23:55,Paris,LA,Boeing 747,93
17-10-2018 06:30:02,14-06-2020 03:12:49,3:34,Gdansk,London,Airbus A340,24
27-03-2018 01:17:53,12-03-2021 23:18:47,22:45,New-York,Wasinghton,Boeing 747,34
26-04-2018 17:39:01,23-08-2019 11:08:24,4:10,Kyiv,Kharkiv,Boeing 747,20
09-12-2019 01:20:07,21-12-2018 16:16:32,7:58,Lviv,Gdansk,Tupolev Tu-154,82
17-05-2018 13:09:14,27-03-2019 03:53:54,21:23,Gdansk,Lviv,Airbus A340,23
20-01-2019 21:42:24,08-05-2018 20:46:26,3:55,Kharkiv,Kharkiv,Airbus A340,30
16-11-2018 18:32:08,24-01-2019 21:45:38,6:36,Warsaw,Paris,Boeing 747,62
11-02-2018 19:19:43,14-04-2021 23:52:42,17:27,LA,Gdansk,Tupolev Tu-154,22
06-06-2019 14:44:19,21-03-2019 06:13:42,6:53,New-York,Gdansk,Boeing 747,20
16-05-2018 11:30:11,12-01-2020 18:03:44,8:21,Kyiv,Lviv,Tupolev Tu-154,28
21-12-2020 11:37:18,18-10-2020 18:07:52,1:15,Paris,Lviv,Tupolev Tu-154,48
07-05-2018 09:58:46,05-04-2020 20:04:33,15:55,Warsaw,Kharkiv,Airbus A380,4
14-06-2019 13:45:59,20-01-2020 10:59:50,15:37,Warsaw,New-York,Boeing 777,74
19-07-2018 05:53:38,15-02-2021 12:29:48,11:54,Paris,Warsaw,Boeing 747,38
11-12-2018 19:54:23,16-09-2020 18:07:24,0:16,Warsaw,Paris,Airbus A340,39
06-06-2020 14:32:45,22-02-2019 19:21:53,17:8,Gdansk,LA,Tupolev Tu-154,13
05-04-2018 00:59:06,01-07-2019 08:49:43,3:39,Paris,New-York,Airbus A380,62
23-12-2020 09:48:49,05-03-2019 02:27:24,16:30,Lviv,Gdansk,Yakovlev Yak-40,90
27-09-2020 17:40:02,18-09-2020 22:44:13,3:38,Gdansk,Wasinghton,Boeing 747,28
31-10-2018 11:33:24,08-07-2019 08:32:47,13:39,Paris,Wasinghton,Airbus A380,76
19-05-2020 11:05:58,11-11-2019 19:45:52,2:12,Paris,Warsaw,Airbus A340,27
22-12-2019 00:20:51,06-04-2018 13:42:54,9:35,Kharkiv,Paris,Boeing 777,10
15-06-2018 12:15:30,22-12-2020 14:52:39,2:19,Gdansk,Kyiv,Airbus A340,95
02-11-2020 11:07:12,01-09-2018 12:17:39,13:59,LA,Paris,Airbus A340,11
25-08-2020 20:29:12,02-12-2018 23:55:48,8:42,Lviv,Wasinghton,Yakovlev Yak-40,94
09-10-2019 21:59:08,16-06-2020 00:33:58,8:16,Gdansk,Warsaw,Tupolev Tu-154,31
25-03-2021 20:01:06,09-02-2018 06:51:27,15:0,Kharkiv,LA,Boeing 747,3
22-09-2020 00:22:31,13-12-2020 10:21:41,20:37,New-York,LA,Boeing 777,9
26-06-2019 17:32:39,27-07-2020 03:24:54,16:54,Warsaw,Paris,Airbus A380,46
11-12-2019 05:37:22,28-01-2019 23:11:26,16:48,Kharkiv,Wasinghton,Airbus A340,80
12-01-2019 10:59:01,06-11-2020 22:12:55,19:51,LA,LA,Yakovlev Yak-40,51
13-02-2021 20:54:04,16-02-2018 05:17:41,16:52,New-York,Warsaw,Airbus A340,8
19-04-2020 01:48:09,07-08-2018 14:15:28,14:8,Kharkiv,Kharkiv,Airbus A340,9
07-05-2019 16:08:19,06-02-2019 06:00:13,3:40,New-York,Warsaw,Airbus A340,82
01-04-2021 05:52:27,07-01-2021 11:14:52,1:26,Kyiv,Warsaw,Boeing 777,66
15-02-2018 18:26:24,28-04-2018 17:17:30,14:22,Paris,Kyiv,Airbus A340,49
31-03-2019 22:49:21,02-07-2019 02:44:15,16:22,Lviv,Warsaw,Airbus A380,75
08-11-2019 03:33:29,21-04-2018 02:32:32,19:4,Gdansk,London,Tupolev Tu-154,24
16-12-2020 02:23:49,09-12-2020 21:28:30,10:4,Kyiv,Gdansk,Boeing 747,80
21-07-2020 01:00:25,03-01-2018 04:57:10,16:18,LA,Wasinghton,Airbus A380,63
19-09-2019 18:30:39,26-12-2018 10:25:38,20:53,Kharkiv,New-York,Airbus A340,18
23-04-2019 08:05:18,05-12-2018 03:36:29,8:43,Kharkiv,Wasinghton,Tupolev Tu-154,96
22-07-2020 22:56:26,19-07-2020 22:28:08,6:43,London,LA,Airbus A380,58
04-03-2018 09:50:54,22-10-2019 22:42:39,13:41,LA,Wasinghton,Yakovlev Yak-40,79
09-05-2018 18:14:26,17-07-2018 02:54:04,5:22,LA,Kyiv,Yakovlev Yak-40,80
23-07-2019 09:07:37,06-10-2020 10:18:40,7:5,Kharkiv,Lviv,Airbus A340,55
17-09-2020 03:57:52,01-12-2020 23:41:04,9:44,New-York,Kharkiv,Boeing 777,53
29-02-2020 00:27:13,08-12-2020 08:25:37,17:9,New-York,Kyiv,Tupolev Tu-154,20
15-02-2019 10:37:14,29-05-2020 01:16:22,19:38,Paris,Paris,Airbus A340,45
26-08-2020 11:14:38,13-08-2019 07:14:14,14:35,Wasinghton,Gdansk,Airbus A340,37
14-11-2019 21:59:13,01-11-2020 10:30:02,5:47,Lviv,Paris,Airbus A340,10
23-12-2018 21:23:38,23-02-2021 01:47:49,2:40,London,Kyiv,Airbus A340,98
25-04-2019 05:59:52,06-05-2018 17:28:14,9:32,Kharkiv,Kyiv,Tupolev Tu-154,74
05-06-2018 23:49:02,29-05-2020 01:33:45,20:54,New-York,New-York,Airbus A340,18
23-11-2019 16:18:16,31-05-2018 14:06:13,3:57,Lviv,Paris,Boeing 777,49
01-11-2020 01:50:22,09-08-2020 17:02:43,6:39,LA,Kyiv,Airbus A380,80
11-02-2018 16:29:51,23-10-2019 06:42:32,16:7,LA,LA,Airbus A340,42
08-05-2018 23:12:27,27-04-2018 13:28:04,12:50,LA,London,Tupolev Tu-154,31
13-07-2018 22:25:22,28-08-2019 04:05:33,11:25,LA,LA,Boeing 747,59
20-12-2020 06:38:52,17-02-2019 19:40:52,18:19,New-York,Warsaw,Airbus A340,45
